Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
Ryan Taylor,M,SBD,Raw,25.0,24-34,Open,82.4,82.5,,,,,180.0,,,,,125.0,,,,,185.0,490.0,2,328.49,328.49,317.14,474.04,,,USPA,2015-09-26,USA,CA,Central Valley Open
James Yourkoski,M,SBD,Raw,41.0,40-44,Open,95.6,100,,,,,280.0,,,,,180.0,,,,,332.5,792.5,1,491.57,496.48,473.02,744.35,,,USPA,2018-04-14,USA,OH,21st Annual Battle of the Great Lakes
Deamo Baguga,M,SBD,Raw,30.5,24-34,Open,82.88,83,250.0,270.0,-275.0,,270.0,140.0,150.0,152.5,,152.5,285.0,315.0,-325.5,,315.0,737.5,6,492.7,492.7,475.62,753.35,Yes,Nauru,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Bradley Cummings,M,SBD,Raw,43.5,40-44,MR-M1a,91.1,93,160.0,170.0,-182.5,,170.0,110.0,115.0,-120.0,,115.0,205.0,220.0,-232.5,,220.0,505.0,3,320.43,330.36,308.7,458.13,Yes,,USAPL,2015-08-01,USA,NJ,New Jersey State Championships
Dale McLaren,M,SBD,Raw,39.5,35-39,Masters 1,92.7,93,220.0,232.5,240.0,,240.0,152.5,160.0,-165.0,,160.0,265.0,277.5,280.0,,280.0,680.0,2,427.83,427.83,412.01,639.06,Yes,USA,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Zachery Vallafskey,M,SBD,Raw,24.5,24-34,MR-O,92.9,93,205.0,222.5,-235.0,,222.5,150.0,155.0,-160.0,,155.0,240.0,257.5,-272.5,,257.5,635.0,3,399.1,399.1,384.33,590.34,Yes,,USAPL,2018-06-09,USA,WI,Badger Open
Kyle Thigpen,M,SBD,Raw,40.0,40-44,Open,123.9,125,,,,240.5,230.0,,,,,160.0,,,,,265.0,655.0,1,373.93,373.93,356.32,514.19,Yes,USA,USPA,2018-06-30,USA,KY,Drug Tested 2nd Annual Iron Warrior
William George,M,SBD,Raw,,,M-C-Open,66.0,66,-165.0,-165.0,-165.0,,,-110.0,,,,,,,,,,,DQ,,,,,Yes,,EPA,2018-05-26,England,,All England Powerlifting Championships
Dean Collins,M,SBD,Raw,,,M-C-Open,88.8,93,190.0,200.0,210.0,,210.0,155.0,160.0,165.0,,165.0,250.0,265.0,275.0,,275.0,650.0,2,417.84,417.84,402.78,624.37,Yes,,EPA,2017-01-26,England,,YNE Winter Open
Anthony Baker,M,SBD,Raw,31.0,24-34,M_OR_AAPF,96.85,100,182.5,192.5,197.5,,197.5,137.5,147.5,-155.0,,147.5,210.0,230.0,-235.0,,230.0,575.0,1,354.63,354.63,341.13,512.51,,,APF,2017-07-29,USA,IL,Chicago Summer Bash 14
野呂 侑助,M,SBD,Raw,16.5,16-17,High School,99.7,93+,125.0,135.0,140.0,,140.0,85.0,90.0,-95.0,,90.0,155.0,165.0,-170.0,,165.0,395.0,6,240.68,259.94,231.33,319.1,Yes,,JPA,2018-03-25,Japan,,Japanese High School Powerlifting Championships
Christopher Spikes,M,SBD,Raw,29.0,24-34,Open,118.4,125,,,,,242.5,,,,,147.5,,,,,280.0,670.0,1,386.43,386.43,369.02,541.72,,,USPA,2015-10-24,USA,HI,Hawaii All Raw Full Powerlifting Challenge 3
Nate Suangpo,M,SBD,Raw,33.0,24-34,Open,89.7,90,,,,,240.0,,,,,162.5,,,,,262.5,665.0,3,425.26,425.26,409.84,636.51,,,USPA,2016-03-18,USA,CA,California State Powerlifting Championships
William Wheelis,M,SBD,Raw,27.0,24-34,Open,90.0,90,,,,,247.5,,,,,167.5,,,,,265.0,680.0,1,434.11,434.11,418.34,651.37,,,USPA,2016-05-21,USA,GA,Georgia State Powerlifting Championships
Chris Nordlund,M,SBD,Raw,,,Juniors,102.76,105,,,,,210.0,,,,,155.0,,,,,200.0,565.0,3,340.26,340.26,326.74,483.55,Yes,,SSF,2014-11-01,Sweden,,DM i styrkelyft - klassisk Norra Norrlands SDF
Mykola Bilozerov,M,SBD,Raw,34.5,24-34,O,73.3,75,-200.0,200.0,-207.5,,200.0,120.0,125.0,-130.0,,125.0,230.0,240.0,245.0,,245.0,570.0,1,412.8,412.8,399.52,614.9,,Ukraine,WPC-UKR,2017-03-11,Ukraine,,Kyiv Open Championships
Krešimir Kozić,M,SBD,Raw,,,Open,92.7,93,175.0,182.5,187.5,,187.5,-127.5,127.5,-132.5,,127.5,240.0,250.0,-260.0,,250.0,565.0,3,355.47,355.47,342.33,516.65,Yes,,HPLS,2016-12-10,Croatia,,V. Državno prvenstvo u powerliftingu i bench pressu
Bradley Baize,M,SBD,Raw,32.0,24-34,Open,89.7,90,,,,,230.0,,,,,155.0,,,,,265.0,650.0,4,415.66,415.66,400.59,620.24,,,USPA,2015-08-22,USA,KY,Bourbon Barbell Bash
Shawn Graves,M,SBD,Raw,19.0,18-19,MR-Jr,95.1,105,-185.0,185.0,195.0,,195.0,130.0,-140.0,140.0,,140.0,230.0,245.0,-267.5,,245.0,580.0,1,360.6,375.03,347.05,523.82,Yes,USA,USAPL,2015-11-07,USA,NV,Wild West Showdown
藤本 章夫,M,SBD,Raw,64.0,60-64,Masters 3,77.75,83,120.0,125.0,,,125.0,110.0,112.5,,,112.5,180.0,200.0,,,200.0,437.5,2,304.23,441.13,294.05,432.36,Yes,,JPA,2013-09-13,Japan,,Japanese Classic Powerlifting Championships
Martin Reynolds,M,SBD,Raw,66.5,65-69,MR M3,91.3,93,,,,,175.0,,,,,137.5,,,,,210.0,522.5,1,331.17,500.4,319.04,476.24,Yes,Australia,ORPF,2019-03-12,Australia,QLD,Asian Pacific Championship
Marcus Pressley,M,SBD,Raw,21.5,20-23,MR-Jr,59.2,60,,,,,117.5,,,,,105.0,,,,,117.5,340.0,1,293.58,296.51,286.24,400.07,Yes,,USAPL,2014-06-14,USA,NC,North Carolina State Championships
Ernest Taylor,M,SBD,Raw,33.0,24-34,Open,90.7,100,,,,,195.0,,,,,147.5,,,,,230.0,572.5,4,364.05,364.05,350.77,532.25,Yes,,USPA,2018-03-31,USA,GA,Drug Tested Georgia Open
William Wigmore,M,SBD,Raw,47.5,45-49,M-M,108.9,110,212.5,-220.0,-227.5,,212.5,167.5,-177.5,177.5,,177.5,257.5,267.5,272.5,,272.5,662.5,2,391.1,423.17,374.79,561.56,Yes,,USAPL,2010-03-05,USA,OH,Con-Cret Raw Challenge
Jose Lopez,M,SBD,Raw,,,Amateur Open,99.34,100,,,,,201.85,,,,,127.01,,,,,199.58,528.44,1,322.46,322.46,309.97,456.57,Yes,Puerto Rico,RPS,2018-05-05,USA,KY,MAYhem
Joseph Doherty,M,SBD,Raw,31.0,24-34,M-O,84.0,90,,,,,140.0,,,,,100.0,,,,,230.0,470.0,3,311.53,311.53,300.64,445.06,Yes,,IDFPF,2017-09-30,Ireland,,National Full Power Championships
Ulysses Munoz,M,SBD,Raw,14.5,13-15,MR-T1,70.7,74,82.5,85.0,87.5,,87.5,65.0,-70.0,70.0,,70.0,102.5,107.5,115.0,,115.0,272.5,1,202.67,239.15,196.33,257.73,Yes,,USAPL,2016-03-12,USA,AK,Anchorage High School Classic
Olivier Laperrière,M,SBD,Raw,,,Open,86.1,93,,,,,265.0,,,,,145.0,,,,,260.0,670.0,16,437.92,437.92,422.4,659.51,Yes,,CPU,2019-03-04,Canada,ON,National Championship
Frank Torres,M,SBD,Raw,16.5,16-17,MR-T2,71.0,74,130.0,-135.0,135.0,,135.0,-65.0,65.0,-70.0,,65.0,150.0,157.5,160.0,,160.0,360.0,1,266.9,288.25,258.51,366.47,Yes,,USAPL,2019-01-19,USA,CA,South Bay Classic
Anton Parshevskiy,M,SBD,Raw,22.5,20-23,Juniors,115.15,120,,,,,222.5,,,,,-150.0,,,,,,,DQ,,,,,Yes,,FPR,2013-03-25,Russia,,Russian Classic Powerlifting Championships
Pleasure Jackson,M,SBD,Raw,30.0,24-34,Open,128.0,140,,,,,162.5,,,,,145.0,,,,,230.0,537.5,2,304.87,304.87,290.06,399.12,,,USPA,2016-03-05,USA,TX,Mainland Mayhem Powerlifting Meet
Ryan Alarcon,M,SBD,Raw,,,Open,91.6,93,,,,,160.0,,,,,122.5,,,,,220.0,502.5,6,317.98,317.98,306.31,453.76,Yes,,CPU,2012-12-01,Canada,AB,Powersurge III
Sage Stokes,M,SBD,Raw,26.0,24-34,Open,73.1,75,,,,,197.5,,,,,,,,,,245.0,,DQ,,,,,Yes,,USPA,2019-02-09,USA,CA,Drug Tested California State Powerlifting Championships
Andrew Husfelt,M,SBD,Raw,15.5,16-17,MR-V,114.1,120,170.0,182.5,-187.5,,182.5,-107.5,-107.5,-107.5,,,202.5,-215.0,-215.0,,202.5,,DQ,,,,,Yes,,USAPL,2019-03-09,USA,AZ,March Mayhem High School Only
Adil Khan,M,SBD,Raw,22.5,20-23,M-C-Open,75.7,83,145.0,160.0,180.0,,180.0,142.5,145.0,-147.5,,145.0,145.0,190.0,,,190.0,515.0,4,364.62,364.62,352.63,534.37,Yes,UK,EPA,2016-06-05,England,,Lancs & Cheshire Championships
Aaron Regevig,M,SBD,Raw,16.5,16-17,MR-T2,96.2,105,107.5,112.5,117.5,,117.5,75.0,80.0,-90.0,,80.0,137.5,-142.5,142.5,,142.5,340.0,5,210.31,227.13,202.34,269.75,Yes,,USAPL,2016-03-12,USA,AK,Anchorage High School Classic
Mark Dowling,M,SBD,Raw,30.5,24-34,M-SR,91.8,93,225.0,235.0,245.0,,245.0,115.0,122.5,125.0,,125.0,257.5,270.0,-280.0,,270.0,640.0,4,404.56,404.56,389.69,600.26,Yes,,IrishPF,2016-02-27,Ireland,,National Championships
Sung Kim,M,SBD,Raw,23.0,20-23,Open,55.79,56,,,,,125.0,,,,,105.0,,,,,182.5,412.5,1,376.9,376.9,368.64,531.22,,USA,USPA,2013-10-26,USA,OH,Buckeye State Monster Bash
Owen Hubbard,M,SBD,Raw,23.5,24-34,Open,81.96,83,255.0,265.0,270.0,,270.0,195.0,202.5,-208.5,,202.5,255.0,265.0,272.5,,272.5,745.0,3,501.06,501.06,483.79,767.63,Yes,UK,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
John Soulsby,M,SBD,Raw,,,M-C-U23,105.6,120,160.0,170.0,180.0,,180.0,95.0,105.0,-107.5,,105.0,215.0,230.0,235.0,,235.0,520.0,4,310.11,310.11,297.52,430.78,Yes,,ScottishPL,2014-06-08,Scotland,,Unequipped Championship
D'Lontae Sewell,M,SBD,Raw,26.0,24-34,Open,88.6,90,,,,,215.0,,,,,145.0,,,,,292.5,652.5,1,419.94,419.94,404.82,628.03,,,USPA,2018-10-13,USA,VA,4th Virginia State Championship
Andrew Forbes,M,SBD,Raw,25.5,24-34,M-C-Open,103.9,105,225.0,235.0,-245.0,,235.0,140.0,-147.5,-147.5,,140.0,230.0,240.0,245.0,,245.0,620.0,10,371.87,371.87,356.97,535.2,Yes,,BP,2015-10-03,UK,,British Mens Classic Championships
Adrian Cole,M,SBD,Raw,34.0,24-34,Open,84.42,85,155.0,165.0,175.0,,175.0,105.0,112.5,117.5,,117.5,205.0,215.0,-227.5,,215.0,507.5,5,335.42,335.42,323.67,485.63,Yes,,PA,2018-09-16,Australia,VIC,Obsidian Open IV
Daniel Senger,M,SBD,Raw,21.0,20-23,Open,88.27,90,,,,,200.0,,,,,130.0,,,,,227.5,557.5,1,359.51,366.7,346.59,525.57,,,USPA,2014-05-31,USA,MN,Minnesota State Powerlifting Championships
Emil Johansson,M,SBD,Raw,,,Open,92.4,93,,,,,250.0,,,,,180.0,,,,,290.0,720.0,1,453.7,453.7,436.95,683.04,Yes,Sweden,SSF,2013-07-04,Sweden,,SM Klassisk Styrkelyft
Sergej Lichavoj,M,SBD,Raw,22.5,20-23,Open,104.69,105,250.0,-262.5,-267.5,,250.0,120.0,-130.0,,,120.0,260.0,275.0,,,275.0,645.0,3,385.82,385.82,370.26,557.61,Yes,Lithuania,SVNL,2016-05-14,Finland,,SELL Student Games
Tomáš Hájek,M,SBD,Raw,24.5,24-34,Open,102.9,105,,,,,200.0,,,,,120.0,,,,,255.0,575.0,3,346.11,346.11,332.34,493.18,Yes,Czechia,CSST,2014-03-22,Czechia,,Mistrovství Moravy v Klasickém Silovém Trojboji
Steven Walsh,M,SBD,Raw,,,Open,85.8,93,,,,,182.5,,,,,132.5,,,,,215.0,530.0,2,347.08,347.08,334.81,505.21,Yes,,CPU,2018-12-22,Canada,SK,Last Chance Open
Elijah May,M,SBD,Raw,24.5,24-34,Open,81.9,83,170.0,190.0,205.0,,205.0,130.0,135.0,140.0,,140.0,200.0,220.0,,,220.0,565.0,1,380.17,380.17,367.07,561.96,Yes,,PA,2013-04-27,Australia,WA,Strength Club Open
Ben Glasscock,M,SBD,Raw,,,M-C-U23,103.8,105,195.0,-215.0,-215.0,,195.0,95.0,102.5,-110.0,,102.5,210.0,225.0,235.0,,235.0,532.5,4,319.5,319.5,306.71,447.99,Yes,,EPA,2016-11-19,England,,South East Open
Matt Lisiewski,M,SBD,Raw,34.0,24-34,Open,99.2,100,,,,,160.0,,,,,102.5,,,,,227.5,490.0,3,299.18,299.18,287.6,417.58,,,USPA,2018-03-25,USA,NV,Nevada State Open Championship
Vincent Mangione,M,SBD,Raw,23.5,24-34,MR-O,92.6,93,187.5,197.5,202.5,,202.5,125.0,132.5,-137.5,,132.5,230.0,-232.5,245.0,,245.0,580.0,53,365.1,365.1,351.61,533.0,Yes,,USAPL,2015-10-15,USA,,Raw Nationals
Zach Wittusen,M,SBD,Raw,23.0,20-23,Open,116.07,125,,,,,295.0,,,,,205.0,,,,,285.0,785.0,1,455.02,455.02,434.9,656.54,,USA,IPL,2014-11-05,USA,NV,World Powerlifting Benchpress and Deadlift Championships
Shawn Ahuja,M,SBD,Raw,19.5,20-23,MR-O,87.5,93,160.0,167.5,177.5,,177.5,105.0,107.5,110.0,,110.0,240.0,250.0,-257.5,,250.0,537.5,7,348.23,358.68,335.78,506.69,Yes,,USAPL,2016-11-05,USA,NC,Fall Festival of Power
Nathan Conway,M,SBD,Raw,,,Juniors,105.3,120,,,,,195.0,,,,,142.5,,,,,252.5,590.0,1,352.21,352.21,337.93,501.05,Yes,,CPU,2011-07-16,Canada,PE,Atlantic Raw
David Perrodou,M,SBD,Raw,43.0,40-44,Masters 1,73.07,74,172.5,180.0,185.0,,185.0,132.5,137.5,-140.0,,137.5,195.0,207.5,-212.5,,207.5,530.0,3,384.7,396.63,372.35,567.13,Yes,,FFForce,2018-03-23,France,,France Force Athlétique Masters
Aleksandr Pakhlyan,M,SBD,Raw,53.5,50-54,Open,103.5,105,,,,,190.0,,,,,145.0,,,,,235.0,570.0,31,342.36,405.36,328.68,486.38,Yes,,FPR,2018-04-29,Russia,MOW,Moscow Lights Tournament
Tim Barrett,M,SBD,Raw,,,M-C-Open,101.5,105,170.0,185.0,200.0,,200.0,105.0,112.5,-120.0,,112.5,170.0,185.0,-200.0,,185.0,497.5,2,301.01,301.01,289.16,418.98,Yes,,EPA,2011-10-08,England,,All England Powerlifting Championships
Jacob Valdez,M,SBD,Raw,20.5,20-23,MR-Jr,80.2,83,165.0,175.0,182.5,,182.5,97.5,102.5,-107.5,,102.5,-190.0,195.0,202.5,,202.5,487.5,16,332.29,338.94,320.98,480.46,Yes,,USAPL,2018-12-01,USA,TX,Collegiate Cup & Texas Open
Sergey Bobkov,M,SBD,Raw,,55-59,Pro Masters 55-59,75.0,75,,,,,150.0,,,,,100.0,,,,,150.0,400.0,1,285.02,349.15,275.71,398.97,,Russia,IPA,2010-05-26,Ukraine,,European Championships
Jeff Arioli,M,SBD,Raw,48.0,45-49,M_MR_2_AAPF,108.7,110,230.0,237.5,-255.0,,237.5,-195.0,-195.0,-195.0,,,,,,,,,DQ,,,,,Yes,USA,APF,2015-04-11,USA,IL,Amateur Nationals
Peter Sheeran,M,SBD,Raw,28.0,24-34,MO-R,80.8,82.5,200.0,-217.5,-217.5,,200.0,105.0,-115.0,115.0,,115.0,220.0,240.0,-247.5,,240.0,555.0,2,376.55,376.55,363.67,555.78,,,CAPO,2015-08-14,Australia,,Nationals
Newton Ly,M,SBD,Raw,20.5,20-23,Juniors,92.7,93,,,,,285.0,,,,,172.5,,,,,245.0,702.5,1,441.98,450.82,425.64,663.01,Yes,Canada,CPU,2016-08-19,Canada,BC,Western Canadian Championship
Luke Pelton,M,SBD,Raw,,20-23,Amateur Juniors 20-23,74.12,75,,,,,181.44,,,,,133.81,,,,,199.58,514.83,1,369.9,369.9,357.9,542.62,Yes,,RPS,2014-01-25,USA,NJ,North American & New Jersey State Championships
Joshua Daniels,M,SBD,Raw,22.5,20-23,MR-Jr,132.0,120+,250.0,262.5,272.5,,272.5,150.0,155.0,160.0,,160.0,250.0,262.5,272.5,,272.5,705.0,1,397.68,397.68,377.79,540.66,Yes,,USAPL,2016-02-20,USA,MN,Minnesota State & Midwest Open
Nathan Keenan,M,SBD,Raw,19.0,18-19,M-U21,92.8,93,,,,,210.0,,,,,140.0,,,,,250.0,600.0,10,377.3,392.39,363.34,553.52,Yes,,IrishPF,2018-11-03,Ireland,,Juniors & Masters National Championships
Tristan Nazelrod,M,SBD,Raw,19.5,20-23,MR-O,116.6,120,290.0,305.0,315.0,,315.0,185.0,195.0,200.0,,200.0,270.0,285.0,300.0,,300.0,815.0,7,471.85,486.01,450.9,683.11,Yes,USA,USAPL,2016-10-13,USA,GA,Raw Nationals
Ivan Podrez,M,SBD,Raw,25.0,24-34,O,175.1,140+,320.0,350.0,380.0,,380.0,215.0,,,,215.0,330.0,360.0,370.0,,370.0,965.0,1,521.65,521.65,488.13,670.63,,,CRPEBA,2016-11-05,Russia,,Crimean Championships
Tapani Puhakka,M,SBD,Raw,73.5,70-74,Masters 4,90.45,93,-75.0,75.0,80.0,,80.0,90.0,95.0,-100.0,,95.0,145.0,160.0,170.0,,170.0,345.0,5,219.69,385.78,211.69,287.66,Yes,Finland,EPF,2018-03-06,Sweden,,European Masters Classic Powerlifting Championships
Kyle Burda,M,SBD,Raw,28.5,24-34,MR-O,81.1,83,152.5,-160.0,172.5,,172.5,107.5,115.0,122.5,,122.5,172.5,195.0,-205.0,,195.0,490.0,9,331.69,331.69,320.32,479.48,Yes,,USAPL,2017-02-19,USA,NY,Murder of Crows Open
Kyle Vilayvanh,M,SBD,Raw,30.0,24-34,Open,74.7,75,,,,,197.5,,,,,120.0,,,,,230.0,547.5,9,391.22,391.22,378.46,579.09,Yes,USA,IPL,2018-11-08,USA,NV,Drug Tested World Championships
池原治彦,M,SBD,Raw,29.0,24-34,Open,92.74,100,190.0,-220.0,-220.0,,190.0,165.0,172.5,181.0,-182.5,181.0,190.0,-220.0,220.0,,220.0,591.0,1,371.76,371.76,358.0,544.17,Yes,,JPA,2004-03-07,Japan,,Japanese Classic Powerlifting Championships
Roy Davis,M,SBD,Raw,32.0,24-34,Open,98.3,100,,,,,195.0,,,,,132.5,,,,,210.0,537.5,5,329.41,329.41,316.75,469.02,,,USPA,2018-10-13,USA,TX,The John Griffin Open
Ben Scott #3,M,SBD,Raw,,20-23,Amateur Juniors 20-23,73.94,75,,,,,145.15,,,,,88.45,,,,,185.97,419.57,1,301.98,301.98,292.2,427.32,Yes,,RPS,2011-12-03,USA,PA,Christmas Carnage
Andrew Huang,M,SBD,Raw,15.5,16-17,MR-T2,73.33,74,182.5,190.0,197.5,,197.5,102.5,-107.5,107.5,,107.5,210.0,217.5,-222.5,,217.5,522.5,3,378.29,427.47,366.11,556.42,Yes,,USAPL,2017-10-10,USA,FL,Raw National Championships
Kyle Planeaux,M,SBD,Raw,25.0,24-34,Open,92.9,100,,,,,210.0,,,,,122.5,,,,,237.5,570.0,6,358.25,358.25,344.99,521.24,,,USPA,2015-10-03,USA,CA,Southern California Open Metroflex Gym
Andrew Barber,M,SBD,Raw,,,M-C-Open,89.7,93,185.0,195.0,205.0,,205.0,147.5,155.0,-165.0,,155.0,215.0,230.0,-240.0,,230.0,590.0,5,377.29,377.29,363.62,555.17,Yes,,EPA,2016-05-28,England,,YNE Senior Classic
Hunter Lyden,M,SBD,Raw,18.5,18-19,MR-T3,113.6,120,205.0,217.5,227.5,,227.5,137.5,-145.0,-145.0,,137.5,202.5,217.5,227.5,,227.5,592.5,1,345.42,359.24,330.46,480.89,Yes,,USAPL,2018-12-01,USA,KS,Kansas State Championship
Cole Gorton,M,SBD,Raw,33.5,24-34,MR-O,103.26,105,182.5,187.5,192.5,,192.5,147.5,150.0,155.0,,155.0,195.0,205.0,-220.0,,205.0,552.5,3,332.14,332.14,318.89,469.54,Yes,,USAPL,2017-09-16,USA,CO,2nd Annual Colorado Fall Open
Eugene Cho,M,SBD,Raw,22.5,20-23,MR-Jr,81.3,83,175.0,185.0,-195.0,,185.0,117.5,125.0,-132.5,,125.0,-205.0,-205.0,205.0,,205.0,515.0,3,348.08,348.08,336.14,507.37,Yes,,USAPL,2017-09-24,USA,NJ,New Jersey Heavy Metal Classic
Alex Abbott,M,SBD,Raw,17.5,18-19,MR-T2,73.72,74,190.0,205.0,-207.5,,205.0,-105.0,105.0,110.0,,110.0,195.0,207.5,215.0,,215.0,530.0,2,382.27,405.2,369.91,563.38,Yes,,USAPL,2017-10-10,USA,FL,Raw National Championships
Isaac Whistler,M,SBD,Raw,19.0,18-19,MR-O,129.4,120+,265.0,270.0,275.0,,275.0,185.0,192.5,200.0,,200.0,270.0,277.5,-282.5,,277.5,752.5,2,425.97,443.0,405.06,589.1,Yes,USA,USAPL,2019-01-19,USA,PA,WHG Winter Open
Emanuel Persson,M,SBD,Raw,22.5,20-23,Juniors,92.55,93,,,,,260.0,,,,,165.0,,,,,275.0,700.0,2,440.75,440.75,424.47,661.03,Yes,Sweden,SSF,2017-04-25,Sweden,,u/j/v-SM klassisk styrkelyft
Taylor Armstrong,M,SBD,Raw,20.0,20-23,MR-Jr,103.9,105,102.5,107.5,112.5,,112.5,-145.0,145.0,155.0,,155.0,175.0,182.5,-187.5,,182.5,450.0,1,269.91,278.01,259.09,365.24,Yes,,USAPL,2017-12-02,USA,KS,Kansas State Championship
Blake Kirk,M,SBD,Raw,16.5,16-17,MR-O,65.65,66,152.5,157.5,162.5,,162.5,97.5,100.0,105.0,,105.0,160.0,167.5,180.0,,180.0,447.5,1,352.92,381.15,342.64,507.06,Yes,,USAPL,2018-12-08,USA,,Midwest Senior States
Alan Hernandez #1,M,SBD,Raw,28.0,24-34,Open,81.7,82.5,,,,,182.5,,,,,155.0,,,,,245.0,582.5,3,392.52,392.52,379.02,582.99,,,USPA,2017-05-20,USA,CA,Imperial Valley Open
Alain Munsch,M,SBD,Raw,66.0,65-69,Masters 3,81.63,83,-150.0,150.0,-152.5,,150.0,117.5,-122.5,-122.5,,117.5,160.0,170.0,-177.5,,170.0,437.5,4,294.97,445.7,284.82,417.02,Yes,France,FFForce,2018-03-23,France,,France Force Athlétique Masters
Jorge Leon,M,SBD,Raw,39.5,35-39,Open,103.8,105,-240.0,-240.0,-240.0,,,-160.0,160.0,-170.0,,160.0,200.0,,,,200.0,,DQ,,,,,Yes,Peru,FESUPO,2017-12-07,Argentina,,Sudamericano de Powerlifting Classic
Patryk Romanowicz,M,SBD,Raw,18.5,18-19,Juniors Under 21,81.45,83,205.0,215.0,-220.0,,215.0,110.0,120.0,-125.0,,120.0,235.0,253.0,-270.5,,253.0,588.0,2,396.97,412.85,383.34,590.55,Yes,,PZKFiTS,2017-04-01,Poland,,Polish Classic Powerlifting Cup
James Audus,M,SBD,Raw,,,Open,116.7,120,,,,,255.0,,,,,165.0,,,,,270.0,690.0,2,399.39,399.39,381.65,565.08,Yes,,CPU,2015-06-27,Canada,BC,BC Provincial Championship
Sean Muir,M,SBD,Raw,47.5,45-49,Masters 1,82.5,,180.0,195.0,-207.5,,195.0,112.5,120.0,125.0,,125.0,220.0,227.5,235.0,,235.0,555.0,1,371.8,402.29,358.94,547.71,Yes,Australia,APU,2018-10-26,Australia,NSW,Australian Classic Nationals
Luke Rogers,M,SBD,Raw,,,M-C-Open,73.8,74,225.0,-235.0,237.5,,237.5,-125.0,130.0,-137.5,,130.0,252.5,265.0,272.5,,272.5,640.0,3,461.25,461.25,446.33,697.37,Yes,,BP,2018-09-01,UK,,British Men's Powerlifting Championships
K. Tleubaev,M,SBD,Raw,15.5,16-17,Teen,43.55,44,,,,,77.5,,,,,40.0,,,,,102.5,220.0,5,263.88,298.18,263.04,323.89,Yes,,KPF,2016-04-02,Kazakhstan,,Kazakhstan Classic Powerlifting Cup
Jamie Johnson,M,SBD,Raw,,,Open,101.5,105,,,,,200.0,,,,,152.5,,,,,285.0,637.5,2,385.72,385.72,370.54,560.71,Yes,USA,CPU,2014-09-13,Canada,ON,Orangeville Open
Dmitriy Grinev,M,SBD,Raw,40.0,40-44,Pro Masters 40-44,94.0,100,210.0,225.0,-235.0,,225.0,150.0,165.0,170.0,,170.0,220.0,270.0,-290.0,,270.0,665.0,1,415.66,415.66,400.15,617.56,,Russia,WPC,2017-11-03,Russia,,World Championship
Josh Edmonds,M,SBD,Raw,17.5,18-19,Juniors,90.3,93,155.0,160.0,-162.5,,160.0,115.0,-120.0,-125.0,,115.0,220.0,230.0,-240.0,,230.0,505.0,1,321.85,341.16,310.13,460.88,Yes,,NZPF,2016-03-19,New Zealand,NTL,Novice & Qualifying Contest
Tobias Nichols,M,SBD,Raw,16.5,16-17,MR-T2,56.4,59,42.5,-50.0,60.0,,60.0,37.5,42.5,-57.5,,42.5,62.5,65.0,77.5,,77.5,180.0,1,162.73,175.75,159.06,181.55,Yes,,USAPL,2018-09-02,USA,LA,Nola Invitational
David Liang,M,SBD,Raw,17.0,16-17,Juniors 16-17,89.8,90,,,,,235.0,,,,,120.0,,,,,262.5,617.5,1,394.66,426.23,380.34,584.57,,,USPA,2015-03-28,USA,MA,Massachussetts-Rhode Island Open
Andy Langin,M,SBD,Raw,,,Juniors,119.0,120,,,,,280.0,,,,,110.0,,,,,272.5,662.5,1,381.64,381.64,364.36,533.15,Yes,,CPU,2017-12-09,Canada,NL,709 Powerlifting Open
Sumanth Kulkarni,M,SBD,Raw,27.0,24-34,Open,87.8,90,,,,,182.5,,,,,115.0,,,,,227.5,525.0,5,339.51,339.51,327.35,491.78,,,USPA,2018-12-08,USA,CA,Holiday Festival of Strength
Steve Landry,M,SBD,Raw,38.0,35-39,Sub,100.0,100,,,,,260.0,,,,,175.0,,,,,310.0,745.0,1,453.4,453.4,435.75,675.64,Yes,USA,AAU,2004-06-20,USA,,North Americans
Aby Mondesir,M,SBD,Raw,,,MR-O,69.2,74,125.0,137.5,145.0,,145.0,102.5,107.5,-115.0,,107.5,225.0,227.5,230.0,,230.0,482.5,3,364.79,364.79,353.58,530.58,Yes,,USAPL,2015-09-26,USA,FL,9th Annual South Florida Open Powerlifting Championships
Francis FitzSimons,M,SBD,Raw,65.5,65-69,MR-O,82.0,83,137.5,142.5,-147.5,,142.5,100.0,107.5,110.0,,110.0,165.0,175.0,182.5,,182.5,435.0,5,292.48,432.87,282.39,412.78,Yes,,USAPL,2017-07-15,USA,LA,Louisiana Summer Classic
